Date,Mobile app names,DFP: Ad units,Ad requests,Matched requests,Coverage,Clicks,Ad request CTR,CTR,Ad CTR,CPC (US$),Ad request eCPM (US$),Matched eCPM (US$),Lift,Estimated revenue (US$),Ad impressions,Ad eCPM (US$)
3/6/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,13,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,F id sell app - F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,3,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,666,6,0.90%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.41 ,0.00%,US$0.00 ,4,US$0.61 
3/6/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,33631,31285,93.02%,1141,3.39%,3.65%,17.97%,US$0.00 ,US$0.15 ,US$0.16 ,0.00%,US$5.09 ,6349,US$0.80 
3/6/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » Ad Exchange Mobile In-App » 1504028_LiveCricketTVWatchLiveStreamingofMatch_Banner,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.45 ,US$0.45 ,0.00%,US$0.00 ,2,US$0.45 
3/6/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » Ad Exchange Mobile In-App » 1504030_LiveCricketTVWatchLiveStreamingofMatch_Interstitial,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,Live Football TV HD,424536528 » 1505561_LiveFootballTVHD_Interstitial,40535,34367,84.78%,770,1.90%,2.24%,2.38%,US$0.02 ,US$0.45 ,US$0.53 ,0.00%,US$18.12 ,32338,US$0.56 
3/6/2022,Live Football TV HD,424536528 » 1505562_LiveFootballTVHD_Native,33652,8811,26.18%,73,0.22%,0.83%,1.11%,US$0.03 ,US$0.06 ,US$0.22 ,0.00%,US$1.90 ,6563,US$0.29 
3/6/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,10434,104,1.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.17 ,0.00%,US$0.02 ,70,US$0.25 
3/6/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,13185,115,0.87%,3,0.02%,2.61%,2.78%,US$0.04 ,US$0.01 ,US$1.04 ,0.00%,US$0.12 ,108,US$1.11 
3/6/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,220,220,100.00%,5,2.27%,2.27%,3.36%,US$0.66 ,US$14.99 ,US$14.99 ,0.00%,US$3.30 ,149,US$22.14 
3/6/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,447,447,100.00%,10,2.24%,2.24%,6.06%,US$0.15 ,US$3.44 ,US$3.44 ,0.00%,US$1.54 ,165,US$9.33 
3/6/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,24,24,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,201298,201114,99.91%,2388,1.19%,1.19%,2.08%,US$0.04 ,US$0.48 ,US$0.48 ,0.00%,US$97.08 ,114723,US$0.85 
3/6/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,151600,148422,97.90%,4370,2.88%,2.94%,3.11%,US$0.06 ,US$1.71 ,US$1.74 ,0.00%,US$258.61 ,140710,US$1.84 
3/6/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,228,228,100.00%,1,0.44%,0.44%,1.41%,US$0.41 ,US$1.80 ,US$1.80 ,0.00%,US$0.41 ,71,US$5.79 
3/6/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,137,137,100.00%,4,2.92%,2.92%,7.14%,US$0.29 ,US$8.42 ,US$8.42 ,0.00%,US$1.15 ,56,US$20.60 
3/6/2022,Live Ten Sports TV,424536528 » Ad Exchange Mobile In-App » [no longer used] 1506740_Shiza_LiveTenSports_Interstitial,3,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,107,69,64.49%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.01 ,0.00%,US$0.00 ,14,US$0.06 
3/6/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,5188,5186,99.96%,13,0.25%,0.25%,0.49%,US$0.34 ,US$0.85 ,US$0.85 ,0.00%,US$4.39 ,2641,US$1.66 
3/6/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,2320,2228,96.03%,18,0.78%,0.81%,0.82%,US$0.46 ,US$3.54 ,US$3.69 ,0.00%,US$8.21 ,2192,US$3.75 
3/6/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1758,1719,97.78%,28,1.59%,1.63%,1.83%,US$0.29 ,US$4.57 ,US$4.67 ,0.00%,US$8.03 ,1532,US$5.24 
3/6/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,147,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,43,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,249,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,159,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,(Not applicable),424536528 » 1505561_LiveFootballTVHD_Interstitial,140,132,94.29%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.09 ,US$0.10 ,0.00%,US$0.01 ,128,US$0.10 
3/7/2022,(Not applicable),424536528 » 1505562_LiveFootballTVHD_Native,51,51,100.00%,1,1.96%,1.96%,2.27%,US$0.03 ,US$0.52 ,US$0.52 ,0.00%,US$0.03 ,44,US$0.60 
3/7/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,24,24,100.00%,2,8.33%,8.33%,15.38%,US$0.01 ,US$1.03 ,US$1.03 ,0.00%,US$0.02 ,13,US$1.91 
3/7/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,15,15,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.33 ,US$0.33 ,0.00%,US$0.00 ,12,US$0.41 
3/7/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,8,8,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.76 ,US$0.76 ,0.00%,US$0.01 ,7,US$0.86 
3/7/2022,(Not applicable),424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.11 ,US$0.11 ,0.00%,US$0.00 ,2,US$0.16 
3/7/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,17,16,94.12%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.16 ,US$1.23 ,0.00%,US$0.02 ,16,US$1.23 
3/7/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,67,67,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.41 ,US$0.41 ,0.00%,US$0.03 ,42,US$0.66 
3/7/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,50,49,98.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.20 ,US$0.20 ,0.00%,US$0.01 ,46,US$0.22 
3/7/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,39,34,87.18%,1,2.56%,2.94%,16.67%,US$0.00 ,US$0.04 ,US$0.04 ,0.00%,US$0.00 ,6,US$0.23 
3/7/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,31,31,100.00%,1,3.23%,3.23%,5.00%,US$0.05 ,US$1.68 ,US$1.68 ,0.00%,US$0.05 ,20,US$2.60 
3/7/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,6,6,100.00%,1,16.67%,16.67%,50.00%,US$0.00 ,US$0.13 ,US$0.13 ,0.00%,US$0.00 ,2,US$0.40 
3/7/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,14,14,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.14 ,US$1.14 ,0.00%,US$0.02 ,12,US$1.34 
3/7/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,19,17,89.47%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.15 ,US$0.17 ,0.00%,US$0.00 ,16,US$0.18 
3/7/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,2701,2660,98.48%,80,2.96%,3.01%,3.52%,US$0.20 ,US$6.04 ,US$6.13 ,0.00%,US$16.31 ,2270,US$7.18 
3/7/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,4450,4447,99.93%,82,1.84%,1.84%,3.53%,US$0.08 ,US$1.47 ,US$1.47 ,0.00%,US$6.52 ,2321,US$2.81 
3/7/2022,Diamonds tool,424536528 » 1514130_DailyFreeDiamonds_AppOpen,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,11,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,F id sell app - F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,107,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,528,2,0.38%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,29856,28820,96.53%,986,3.30%,3.42%,16.50%,US$0.00 ,US$0.16 ,US$0.17 ,0.00%,US$4.78 ,5975,US$0.80 
3/7/2022,Live Football TV HD,424536528 » 1505561_LiveFootballTVHD_Interstitial,49658,41987,84.55%,783,1.58%,1.86%,1.96%,US$0.02 ,US$0.29 ,US$0.34 ,0.00%,US$14.26 ,39923,US$0.36 
3/7/2022,Live Football TV HD,424536528 » 1505562_LiveFootballTVHD_Native,34599,8443,24.40%,56,0.16%,0.66%,0.83%,US$0.03 ,US$0.05 ,US$0.19 ,0.00%,US$1.59 ,6779,US$0.23 
3/7/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,12444,67,0.54%,1,0.01%,1.49%,2.08%,US$0.02 ,US$0.00 ,US$0.25 ,0.00%,US$0.02 ,48,US$0.34 
3/7/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,17704,102,0.58%,3,0.02%,2.94%,3.19%,US$0.04 ,US$0.01 ,US$1.29 ,0.00%,US$0.13 ,94,US$1.40 
3/7/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,174,172,98.85%,7,4.02%,4.07%,6.54%,US$0.32 ,US$12.86 ,US$13.01 ,0.00%,US$2.24 ,107,US$20.91 
3/7/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,302,301,99.67%,10,3.31%,3.32%,9.09%,US$0.11 ,US$3.77 ,US$3.79 ,0.00%,US$1.14 ,110,US$10.36 
3/7/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,39,37,94.87%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,17110,17098,99.93%,412,2.41%,2.41%,4.19%,US$0.03 ,US$0.64 ,US$0.64 ,0.00%,US$11.02 ,9830,US$1.12 
3/7/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,12148,11942,98.30%,511,4.21%,4.28%,4.71%,US$0.05 ,US$1.94 ,US$1.97 ,0.00%,US$23.51 ,10859,US$2.17 
3/7/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,111,111,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.85 ,US$2.85 ,0.00%,US$0.32 ,40,US$7.92 
3/7/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,96,96,100.00%,2,2.08%,2.08%,5.88%,US$0.34 ,US$6.98 ,US$6.98 ,0.00%,US$0.67 ,34,US$19.71 
3/7/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,89,58,65.17%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.01 ,0.00%,US$0.00 ,14,US$0.05 
3/7/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,4800,4795,99.90%,21,0.44%,0.44%,0.81%,US$0.20 ,US$0.89 ,US$0.89 ,0.00%,US$4.25 ,2597,US$1.64 
3/7/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,1874,1836,97.97%,20,1.07%,1.09%,1.11%,US$0.33 ,US$3.48 ,US$3.55 ,0.00%,US$6.53 ,1794,US$3.64 
3/7/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1583,1549,97.85%,29,1.83%,1.87%,2.10%,US$0.25 ,US$4.58 ,US$4.68 ,0.00%,US$7.25 ,1379,US$5.26 
3/7/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,160,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,33,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,506,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/7/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,147,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,34,34,100.00%,1,2.94%,2.94%,5.00%,US$0.06 ,US$1.90 ,US$1.90 ,0.00%,US$0.06 ,20,US$3.22 
3/8/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,23,19,82.61%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.98 ,US$1.19 ,0.00%,US$0.02 ,19,US$1.19 
3/8/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,11,9,81.82%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.94 ,US$1.15 ,0.00%,US$0.01 ,9,US$1.15 
3/8/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,8,7,87.50%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.37 ,US$0.42 ,0.00%,US$0.00 ,5,US$0.59 
3/8/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,3,3,100.00%,1,33.33%,33.33%,50.00%,US$0.00 ,US$0.51 ,US$0.51 ,0.00%,US$0.00 ,2,US$0.76 
3/8/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,4,4,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.08 ,US$0.08 ,0.00%,US$0.00 ,4,US$0.08 
3/8/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.91 ,US$0.91 ,0.00%,US$0.00 ,1,US$1.81 
3/8/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,12,12,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.96 ,US$0.96 ,0.00%,US$0.01 ,4,US$2.87 
3/8/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,1415,1405,99.29%,55,3.89%,3.91%,4.91%,US$0.13 ,US$5.05 ,US$5.08 ,0.00%,US$7.14 ,1121,US$6.37 
3/8/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,2413,2406,99.71%,58,2.40%,2.41%,4.87%,US$0.06 ,US$1.50 ,US$1.50 ,0.00%,US$3.62 ,1191,US$3.04 
3/8/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,16,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,F id sell app - F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,18,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,88,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,30192,29173,96.62%,1103,3.65%,3.78%,18.40%,US$0.00 ,US$0.15 ,US$0.16 ,0.00%,US$4.63 ,5993,US$0.77 
3/8/2022,Live Football TV HD,424536528 » 1505561_LiveFootballTVHD_Interstitial,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.99 ,US$0.99 ,0.00%,US$0.00 ,2,US$0.99 
3/8/2022,Live Football TV HD,424536528 » 1505562_LiveFootballTVHD_Native,3,2,66.67%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.30 ,US$0.45 ,0.00%,US$0.00 ,1,US$0.90 
3/8/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,1729,13,0.75%,1,0.06%,7.69%,11.11%,US$0.00 ,US$0.00 ,US$0.32 ,0.00%,US$0.00 ,9,US$0.46 
3/8/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,2001,10,0.50%,1,0.05%,10.00%,11.11%,US$0.01 ,US$0.00 ,US$0.97 ,0.00%,US$0.01 ,9,US$1.08 
3/8/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,126,126,100.00%,5,3.97%,3.97%,7.35%,US$0.41 ,US$16.43 ,US$16.43 ,0.00%,US$2.07 ,68,US$30.45 
3/8/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,218,218,100.00%,1,0.46%,0.46%,1.82%,US$0.73 ,US$3.36 ,US$3.36 ,0.00%,US$0.73 ,55,US$13.32 
3/8/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,31,31,100.00%,1,3.23%,3.23%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,3464,3460,99.88%,97,2.80%,2.80%,5.11%,US$0.02 ,US$0.68 ,US$0.68 ,0.00%,US$2.34 ,1897,US$1.24 
3/8/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,2329,2308,99.10%,118,5.07%,5.11%,5.85%,US$0.04 ,US$1.95 ,US$1.97 ,0.00%,US$4.54 ,2016,US$2.25 
3/8/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,89,89,100.00%,2,2.25%,2.25%,5.71%,US$0.16 ,US$3.54 ,US$3.54 ,0.00%,US$0.32 ,35,US$9.00 
3/8/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,84,84,100.00%,2,2.38%,2.38%,6.06%,US$0.32 ,US$7.51 ,US$7.51 ,0.00%,US$0.63 ,33,US$19.11 
3/8/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,68,51,75.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.02 ,US$0.02 ,0.00%,US$0.00 ,9,US$0.14 
3/8/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,4517,4514,99.93%,13,0.29%,0.29%,0.55%,US$0.34 ,US$0.98 ,US$0.98 ,0.00%,US$4.42 ,2348,US$1.88 
3/8/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,2086,1930,92.52%,19,0.91%,0.98%,1.01%,US$0.37 ,US$3.39 ,US$3.66 ,0.00%,US$7.06 ,1877,US$3.76 
3/8/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1497,1429,95.46%,24,1.60%,1.68%,1.88%,US$0.30 ,US$4.76 ,US$4.99 ,0.00%,US$7.13 ,1279,US$5.57 
3/8/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,328,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,46,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,251,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,160,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,id sell F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,1,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/8/2022,id sell F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,4,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/9/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$4.54 ,US$4.54 ,0.00%,US$0.00 ,1,US$4.54 
3/9/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.11 ,US$1.11 ,0.00%,US$0.00 ,1,US$1.11 
3/9/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.57 ,US$1.57 ,0.00%,US$0.00 ,1,US$3.13 
3/9/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,6,6,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.13 ,US$0.13 ,0.00%,US$0.00 ,4,US$0.20 
3/9/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,4,4,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.22 ,US$0.22 ,0.00%,US$0.00 ,4,US$0.22 
3/9/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,8,8,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.03 ,US$0.03 ,0.00%,US$0.00 ,2,US$0.14 
3/9/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,5,5,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.62 ,US$1.62 ,0.00%,US$0.01 ,2,US$4.05 
3/9/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.04 ,US$0.04 ,0.00%,US$0.00 ,1,US$0.04 
3/9/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.04 ,US$0.04 ,0.00%,US$0.00 ,1,US$0.04 
3/9/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,864,859,99.42%,38,4.40%,4.42%,6.13%,US$0.17 ,US$7.61 ,US$7.66 ,0.00%,US$6.58 ,620,US$10.61 
3/9/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,1525,1525,100.00%,32,2.10%,2.10%,4.73%,US$0.10 ,US$2.12 ,US$2.12 ,0.00%,US$3.23 ,676,US$4.78 
3/9/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,9,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
